"post_id","user","date","is_accepted_answer"
"12132","radames","2020-08-14T01:01:52.988Z","FALSE"
"12130","aaronkyle","2020-08-13T22:54:50.699Z","FALSE"
"12129","mootari","2020-08-13T16:54:21.786Z","FALSE"
"12128","Fil","2020-08-13T16:51:25.777Z","FALSE"
"12127","mootari","2020-08-13T16:34:06.158Z","FALSE"
"12126","anjana","2020-08-13T16:00:05.070Z","FALSE"
"12125","Obalfour","2020-08-13T14:15:34.499Z","FALSE"
"12122","Fil","2020-08-13T13:58:55.710Z","FALSE"
"12119","pauloaug","2020-08-12T23:57:02.240Z","FALSE"
"12118","anjana","2020-08-12T23:29:04.969Z","FALSE"
"12114","mootari","2020-08-12T20:26:27.960Z","FALSE"
"12113","Job","2020-08-12T19:34:51.482Z","FALSE"
"12112","mcmcclur","2020-08-12T17:43:10.558Z","FALSE"
"12111","j-pb","2020-08-12T17:17:02.328Z","FALSE"
"12110","mbostock","2020-08-12T17:03:47.685Z","FALSE"
"12109","mcmcclur","2020-08-12T17:02:55.002Z","TRUE"
"12108","mbostock","2020-08-12T17:01:34.015Z","FALSE"
"12107","j-pb","2020-08-12T16:43:54.387Z","FALSE"
"12106","Srabutdotcom","2020-08-12T16:33:26.275Z","FALSE"
"12105","mcmcclur","2020-08-12T14:49:02.650Z","FALSE"
"12103","j-pb","2020-08-12T14:34:28.267Z","FALSE"
"12100","visnup","2020-08-12T00:28:04.968Z","TRUE"
"12098","visnup","2020-08-11T22:20:02.031Z","FALSE"
"12096","Sumbody","2020-08-11T22:07:26.485Z","FALSE"
"12095","mootari","2020-08-11T21:13:01.668Z","FALSE"
"12094","mootari","2020-08-11T21:01:35.249Z","FALSE"
"12092","visnup","2020-08-11T19:53:13.233Z","FALSE"
"12087","harris","2020-08-11T16:29:57.978Z","FALSE"
"12086","mootari","2020-08-11T16:29:05.408Z","FALSE"
"12085","asg017","2020-08-11T06:14:44.443Z","FALSE"
"12082","visnup","2020-08-10T19:51:19.890Z","TRUE"
"12080","aaronkyle","2020-08-10T11:56:51.335Z","FALSE"
"12079","duynguyen1678","2020-08-10T11:50:24.045Z","FALSE"
"12078","aaronkyle","2020-08-10T10:33:18.516Z","FALSE"
"12077","zpenoyre","2020-08-10T08:51:58.301Z","FALSE"
"12073","shancarter","2020-08-10T01:25:45.448Z","FALSE"
"12072","Cobus","2020-08-09T21:55:39.840Z","FALSE"
"12071","aaronkyle","2020-08-09T21:51:09.866Z","FALSE"
"12070","shancarter","2020-08-09T20:11:28.023Z","FALSE"
